p,e,-154
p,f,-534
p,g,-606
p,h,-157
p,i,-197
p,j,-710
p,k,-608
p,l,-225
p,m,-514
p,n,-441
p,o,-180
p,p,-285
p,q,-829
p,r,-167
p,s,-278
p,t,-264
p,u,-279
p,v,-780
p,w,-529
p,x,-905
p,y,-342
p,z,-905
q,a,-463
q,b,-719
q,c,-719
q,d,-628
q,e,-558
q,f,-662
q,g,-662
q,h,-628
q,i,-475
q,j,-719
q,k,-719
q,l,-628
q,m,-662
q,n,-628
q,o,-586
q,p,-628
q,q,-586
q,r,-558
q,s,-571
q,t,-537
q,u,-2
q,v,-628
q,w,-628
q,x,-719
q,y,-662
q,z,-719
r,a,-154
r,b,-355
r,c,-304
r,d,-305
r,e,-143
r,f,-414
r,g,-351
r,h,-388
r,i,-153
r,j,-589
r,k,-394
r,l,-363
r,m,-291
r,n,-328
r,o,-164
r,p,-345
r,q,-607
r,r,-304
r,s,-244
r,t,-272
r,u,-299
r,v,-403
r,w,-457
r,x,-809
r,y,-281
r,z,-625
s,a,-243
s,b,-488
s,c,-241
s,d,-540
s,e,-176
s,f,-487
s,g,-537
s,h,-228
s,i,-188
s,j,-646
s,k,-378
s,l,-318
s,m,-263
s,n,-349
s,o,-247
s,p,-250
s,q,-426
s,r,-533
s,s,-176
s,t,-135
s,u,-233
s,v,-596
s,w,-399
s,x,-1000
s,y,-336
s,z,-748
t,a,-190
t,b,-494
t,c,-395
t,d,-578
t,e,-129
t,f,-467
t,g,-551
t,h,-211
t,i,-120
t,j,-666
t,k,-663
t,l,-340
t,m,-453
t,n,-470
t,o,-189
t,p,-520
t,q,-763
t,r,-193
t,s,-299
t,t,-297
t,u,-278
t,v,-649
t,w,-433
t,x,-843
t,y,-278
t,z,-532
u,a,-286
u,b,-266
u,c,-279
u,d,-296
u,e,-301
u,f,-406
u,g,-332
u,h,-590
u,i,-286
u,j,-612
u,k,-456
u,l,-184
u,m,-224
u,n,-129
u,o,-400
u,p,-269
u,q,-666
u,r,-184
u,s,-156
u,t,-219
u,u,-623
u,v,-470
u,w,-691
u,x,-479
u,y,-562
u,z,-509
v,a,-156
v,b,-804
v,c,-690
v,d,-671
v,e,-51
v,f,-862
v,g,-680
v,h,-804
v,i,-131
v,j,-862
v,k,-701
v,l,-614
v,m,-747
v,n,-643
v,o,-212
v,p,-747
v,q,-862
v,r,-476
v,s,-589
v,t,-680
v,u,-354
v,v,-546
v,w,-771
v,x,-862
v,y,-455
v,z,-729
w,a,-123
w,b,-371
w,c,-472
w,d,-369
w,e,-150
w,f,-418
w,g,-501
w,h,-223
w,i,-147
w,j,-678
w,k,-396
w,l,-294
w,m,-414
w,n,-257
w,o,-157
w,p,-442
w,q,-735
w,r,-279
w,s,-281
w,t,-402
w,u,-435
w,v,-735
w,w,-460
w,x,-826
w,y,-405
w,z,-574
x,a,-182
x,b,-449
x,c,-227
x,d,-515
x,e,-177
x,f,-449
x,g,-540
x,h,-324
x,i,-123
x,j,-759
x,k,-668
x,l,-418
x,m,-467
x,n,-540
x,o,-209
x,p,-189
x,q,-540
x,r,-540
x,s,-376
x,t,-173
x,u,-290
x,v,-577
x,w,-457
x,x,-560
x,y,-209
x,z,-701
y,a,-230
y,b,-353
y,c,-224
y,d,-259
y,e,-248
y,f,-415
y,g,-299
y,h,-421
y,i,-261
y,j,-665
y,k,-497
y,l,-180
y,m,-219
y,n,-222
y,o,-248
y,p,-182
y,q,-716
y,r,-233
y,s,-184
y,t,-227
y,u,-419
y,v,-560
y,w,-388
y,x,-425
y,y,-673
y,z,-416
z,a,-148
z,b,-538
z,c,-559
z,d,-538
z,e,-69
z,f,-679
z,g,-603
z,h,-564
z,i,-152
z,j,-703
z,k,-570
z,l,-331
z,m,-564
z,n,-582
z,o,-171
z,p,-559
z,q,-661
z,r,-588
z,s,-564
z,t,-570
z,u,-389
z,v,-603
z,w,-550
z,x,-794
z,y,-289
z,z,-269
